노선명,역명,lat,lng,line,name,code,index,승차총승객수,하차총승객수,next_column,총승객수
분당선,미금,37.350077,127.10891,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금미금,55740.0,606933465,438665,466675,606933765,905340
분당선,보정,37.312752,127.108196,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정보정,55830.0,606933465,79588,70899,606933765,150487
분당선,복정,37.470047,127.126662,08호선08호선08호선08호선08호선08호선08호선08호선08호선08호선08호선08호선08호선,복정복정복정복정복정복정복정복정복정복정복정복정복정,36673.0,263004473,21,0,263004512,21
분당선,상갈,37.26181,127.108847,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈상갈,55980.0,606933465,165477,158697,606933765,324174
분당선,서울숲,37.543617,127.044707,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲서울숲,55410.0,606933465,389144,404654,606933765,793798
분당선,서현,37.385126,127.123592,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현서현,55650.0,606933465,714660,726272,606933765,1440932
분당선,선릉,37.504503,127.049008,02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선02호선,선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉선릉,6600.0,606933465,372433,571040,606933765,943473
분당선,선정릉,37.51098,127.043593,09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선09호선,선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉선정릉,123810.0,606933465,223089,231921,606933765,455010
분당선,수내,37.378455,127.114322,분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선분당선,수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내수내,55680.0,606933465,406450,407091,606933765,813541
분당선,수서,37.487371,127.10188,03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선03호선,수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서수서,10170.0,606933465,449052,463210,606933765,912262
