line,name,code,lat,lng,index,노선명,역명,승차총승객수,하차총승객수,next_column,총승객수
경의선,응봉,1012.0,37.549946,127.034538,20231103,경원선,응봉,2189,1878,20231106,4067
03호선,옥수,325.0,37.540685,127.017965,20231103,경원선,옥수,76,33,20231106,109
경의선,한남,1010.0,37.52943,127.009169,20231103,경원선,한남,4727,4509,20231106,9236
경의선,서빙고,1009.0,37.519594,126.988537,20231103,경원선,서빙고,2542,2323,20231106,4865
04호선,이촌,430.0,37.522272,126.974345,20231103,경원선,이촌,4432,3446,20231106,7878
01호선,광명,1750.0,37.416182,126.884466,20231103,경부선,광명,4780,4282,20231106,9062
01호선,서동탄,1749.0,37.195504,127.051672,20231103,경부선,서동탄,1699,1546,20231106,3245
01호선,당정,1729.0,37.344285,126.948345,20231103,경부선,당정,7218,6822,20231106,14040
01호선,천안,1728.0,36.810005,127.146826,20231103,경부선,천안,8076,7800,20231106,15876
01호선,두정,1727.0,36.833705,127.14896,20231103,경부선,두정,9459,8463,20231106,17922
01호선,직산,1726.0,36.870593,127.143904,20231103,경부선,직산,1192,1089,20231106,2281
01호선,성환,1725.0,36.916076,127.126964,20231103,경부선,성환,6068,5186,20231106,11254
01호선,평택,1724.0,36.990726,127.085159,20231103,경부선,평택,16249,15692,20231106,31941
nan,평택지제,,37.0186639,127.0708951,20231103,경부선,평택지제,5578,5271,20231106,10849
01호선,서정리,1722.0,37.056496,127.052819,20231103,경부선,서정리,11020,8901,20231106,19921
01호선,송탄,1721.0,37.075696,127.054301,20231103,경부선,송탄,5415,5077,20231106,10492
01호선,진위,1720.0,37.109447,127.062278,20231103,경부선,진위,2179,1773,20231106,3952
01호선,오산,1719.0,37.145885,127.06672,20231103,경부선,오산,12093,12059,20231106,24152
01호선,오산대,1718.0,37.168953,127.063197,20231103,경부선,오산대,4640,4236,20231106,8876
01호선,세마,1717.0,37.187533,127.04318,20231103,경부선,세마,3664,3533,20231106,7197
01호선,병점,1716.0,37.207503,127.032731,20231103,경부선,병점,18055,17983,20231106,36038
01호선,세류,1715.0,37.245025,127.013222,20231103,경부선,세류,4058,3586,20231106,7644
01호선,독산,1714.0,37.466613,126.889249,20231103,경부선,독산,20349,20862,20231106,41211
01호선,수원,1713.0,37.265974,126.999874,20231103,경부선,수원,42450,46214,20231106,88664
01호선,화서,1712.0,37.283862,126.989627,20231103,경부선,화서,9658,9381,20231106,19039
01호선,성균관대,1711.0,37.300349,126.97075,20231103,경부선,성균관대,18335,17559,20231106,35894
01호선,의왕,1710.0,37.320852,126.948217,20231103,경부선,의왕,10342,10002,20231106,20344
01호선,군포,1709.0,37.35356,126.948462,20231103,경부선,군포,8470,8233,20231106,16703
01호선,금정,1708.0,37.372221,126.943429,20231103,경부선,금정,31682,32071,20231106,63753
01호선,명학,1707.0,37.384653,126.935433,20231103,경부선,명학,10333,9829,20231106,20162
01호선,안양,1706.0,37.401592,126.922874,20231103,경부선,안양,27626,28072,20231106,55698
01호선,관악,1705.0,37.419232,126.908706,20231103,경부선,관악,8637,8035,20231106,16672
01호선,석수,1704.0,37.435047,126.902295,20231103,경부선,석수,10384,9344,20231106,19728
01호선,금천구청,1703.0,37.455626,126.89398,20231103,경부선,금천구청,13120,13239,20231106,26359
01호선,가산디지털단지,1702.0,37.481072,126.882343,20231103,경부선,가산디지털단지,19845,22098,20231106,41943
01호선,구로,1701.0,37.503039,126.881966,20231103,경부선,구로,19865,20368,20231106,40233
01호선,신길,1032.0,37.517122,126.917169,20231103,경부선,신길,9886,8333,20231106,18219
01호선,신도림,1007.0,37.508725,126.891295,20231103,경부선,신도림,4444,4800,20231106,9244
01호선,영등포,1006.0,37.515504,126.907628,20231103,경부선,영등포,46145,47883,20231106,94028
01호선,대방,1005.0,37.513342,126.926382,20231103,경부선,대방,11986,12872,20231106,24858
01호선,노량진,1004.0,37.514219,126.942454,20231103,경부선,노량진,10606,10859,20231106,21465
01호선,용산,1003.0,37.529849,126.964561,20231103,경부선,용산,50283,50953,20231106,101236
01호선,남영,1002.0,37.541021,126.9713,20231103,경부선,남영,11303,11915,20231106,23218
01호선,서울역,150.0,37.554648,126.972559,20231103,경부선,서울역,11546,4159,20231106,15705
경강선,여주,1511.0,37.282701,127.628607,20231103,경강선,여주,2936,3131,20231106,6067
경강선,세종대왕릉,1510.0,37.295309,127.570938,20231103,경강선,세종대왕릉,380,397,20231106,777
경강선,부발,1509.0,37.260192,127.490277,20231103,경강선,부발,3162,2537,20231106,5699
경강선,이천,1508.0,37.265579,127.44226,20231103,경강선,이천,3261,3532,20231106,6793
경강선,신둔도예촌,1507.0,37.317185,127.40476,20231103,경강선,신둔도예촌,1846,1691,20231106,3537
경강선,곤지암,1506.0,37.351315,127.34674,20231103,경강선,곤지암,3105,3031,20231106,6136
경강선,초월,1505.0,37.374419,127.299,20231103,경강선,초월,4085,3642,20231106,7727
경강선,경기광주,1504.0,37.399907,126.630347,20231103,경강선,경기광주,9136,8441,20231106,17577
경강선,삼동,1503.0,37.409522,127.20336,20231103,경강선,삼동,2886,2601,20231106,5487
경강선,이매,1502.0,37.396104,127.12827,20231103,경강선,이매,1349,1247,20231106,2596
경강선,판교,1501.0,37.394761,127.111217,20231103,경강선,판교,6487,6576,20231106,13063
nan,중앙보훈병원,,37.5278816,127.147624,20231103,9호선2~3단계,중앙보훈병원,13434,11617,20231106,25051
nan,둔촌오륜,,37.518969,127.1400994,20231103,9호선2~3단계,둔촌오륜,1289,1170,20231106,2459
05호선,올림픽공원,2556.0,37.516078,127.130848,20231103,9호선2~3단계,올림픽공원,12935,14866,20231106,27801
nan,한성백제,,37.5160723,127.1159623,20231103,9호선2~3단계,한성백제,3337,3017,20231106,6354
nan,송파나루,,37.5096527,127.1130858,20231103,9호선2~3단계,송파나루,5845,6301,20231106,12146
08호선,석촌,2816.0,37.505431,127.106979,20231103,9호선2~3단계,석촌,10668,9334,20231106,20002
nan,석촌고분,,37.5022255,127.0971581,20231103,9호선2~3단계,석촌고분,7672,7503,20231106,15175
nan,삼전,,37.5038909,127.0888735,20231103,9호선2~3단계,삼전,8423,7823,20231106,16246
02호선,종합운동장,218.0,37.510997,127.073642,20231103,9호선2~3단계,종합운동장,5122,5290,20231106,10412
09호선,봉은사,4129.0,37.514219,127.060245,20231103,9호선2~3단계,봉은사,24168,24994,20231106,49162
09호선,삼성중앙,4128.0,37.513011,127.053282,20231103,9호선2~3단계,삼성중앙,8742,9105,20231106,17847
09호선,선정릉,4127.0,37.51098,127.043593,20231103,9호선2~3단계,선정릉,11381,11862,20231106,23243
09호선,언주,4126.0,37.507287,127.033868,20231103,9호선2~3단계,언주,12599,12877,20231106,25476
09호선,신논현,4125.0,37.504598,127.02506,20231103,9호선,신논현,35632,35702,20231106,71334
09호선,사평,4124.0,37.504206,127.015259,20231103,9호선,사평,4781,4536,20231106,9317
03호선,고속터미널,329.0,37.50481,127.004943,20231103,9호선,고속터미널,17796,24915,20231106,42711
09호선,신반포,4122.0,37.503415,126.995925,20231103,9호선,신반포,4722,4436,20231106,9158
09호선,구반포,4121.0,37.501364,126.987332,20231103,9호선,구반포,1223,1305,20231106,2528
04호선,동작,431.0,37.502971,126.979306,20231103,9호선,동작,2132,1803,20231106,3935
09호선,흑석,4119.0,37.50877,126.963708,20231103,9호선,흑석,11267,11141,20231106,22408
09호선,노들,4118.0,37.512887,126.953222,20231103,9호선,노들,5293,4192,20231106,9485
01호선,노량진,1004.0,37.514219,126.942454,20231103,9호선,노량진,29642,28533,20231106,58175
09호선,샛강,4116.0,37.517274,126.928422,20231103,9호선,샛강,7366,7171,20231106,14537
05호선,여의도,2527.0,37.521624,126.924191,20231103,9호선,여의도,34204,32473,20231106,66677
09호선,국회의사당,4114.0,37.528105,126.917874,20231103,9호선,국회의사당,19768,20133,20231106,39901
02호선,당산,237.0,37.53438,126.902281,20231103,9호선,당산,21683,21694,20231106,43377
09호선,선유도,4112.0,37.53802,126.893525,20231103,9호선,선유도,10371,9598,20231106,19969
09호선,신목동,4111.0,37.544277,126.88308,20231103,9호선,신목동,4982,4374,20231106,9356
09호선,염창,4110.0,37.546936,126.874916,20231103,9호선,염창,19831,19119,20231106,38950
09호선,등촌,4109.0,37.550632,126.865689,20231103,9호선,등촌,13458,12731,20231106,26189
09호선,증미,4108.0,37.557402,126.861939,20231103,9호선,증미,8851,8197,20231106,17048
09호선,가양,4107.0,37.561391,126.854456,20231103,9호선,가양,24948,23942,20231106,48890
09호선,양천향교,4106.0,37.568381,126.841333,20231103,9호선,양천향교,11577,11488,20231106,23065
09호선,마곡나루,4105.0,37.567336,126.829497,20231103,9호선,마곡나루,15380,15029,20231106,30409
09호선,신방화,4104.0,37.567532,126.816601,20231103,9호선,신방화,7777,7536,20231106,15313
09호선,공항시장,4103.0,37.563726,126.810678,20231103,9호선,공항시장,3268,3438,20231106,6706
05호선,김포공항,2513.0,37.562434,126.801058,20231103,9호선,김포공항,7879,11125,20231106,19004
09호선,개화,4101.0,37.578608,126.798153,20231103,9호선,개화,3295,2146,20231106,5441
nan,남위례,,37.4627715,127.1392162,20231103,8호선,남위례,7989,8118,20231106,16107
08호선,모란,2827.0,37.43213,127.129087,20231103,8호선,모란,4935,4070,20231106,9005
08호선,수진,2826.0,37.437428,127.140722,20231103,8호선,수진,5989,5512,20231106,11501
08호선,신흥,2825.0,37.440918,127.147564,20231103,8호선,신흥,5596,5811,20231106,11407
08호선,단대오거리,2824.0,37.44521,127.156866,20231103,8호선,단대오거리,13743,12925,20231106,26668
08호선,남한산성입구,2823.0,37.451535,127.159816,20231103,8호선,남한산성입구,16020,14025,20231106,30045
08호선,산성,2822.0,37.457122,127.149908,20231103,8호선,산성,6025,6084,20231106,12109
08호선,복정,2821.0,37.470047,127.126662,20231103,8호선,복정,10838,8869,20231106,19707
08호선,장지,2820.0,37.478703,127.126191,20231103,8호선,장지,19155,17403,20231106,36558
08호선,문정,2819.0,37.485855,127.1225,20231103,8호선,문정,24059,24824,20231106,48883
03호선,가락시장,340.0,37.492522,127.118234,20231103,8호선,가락시장,9013,9614,20231106,18627
08호선,송파,2817.0,37.499703,127.112183,20231103,8호선,송파,10433,10154,20231106,20587
08호선,석촌,2816.0,37.505431,127.106979,20231103,8호선,석촌,8812,10486,20231106,19298
02호선,잠실,216.0,37.51395,127.102234,20231103,8호선,잠실,17179,20905,20231106,38084
08호선,몽촌토성,2814.0,37.517409,127.112359,20231103,8호선,몽촌토성,7412,7609,20231106,15021
08호선,강동구청,2813.0,37.530341,127.120508,20231103,8호선,강동구청,11680,11940,20231106,23620
05호선,천호,2548.0,37.538397,127.123572,20231103,8호선,천호,16484,19290,20231106,35774
08호선,암사,2811.0,37.55021,127.127562,20231103,8호선,암사,20731,18061,20231106,38792
01호선,온수,1821.0,37.492258,126.823388,20231103,7호선,온수,11844,10833,20231106,22677
07호선,천왕,2751.0,37.486637,126.838713,20231103,7호선,천왕,13311,12419,20231106,25730
07호선,광명사거리,2750.0,37.479252,126.854876,20231103,7호선,광명사거리,22569,22323,20231106,44892
07호선,철산,2749.0,37.47605,126.867911,20231103,7호선,철산,24597,25133,20231106,49730
01호선,가산디지털단지,1702.0,37.481072,126.882343,20231103,7호선,가산디지털단지,49155,49532,20231106,98687
07호선,남구로,2747.0,37.486056,126.887249,20231103,7호선,남구로,16349,17292,20231106,33641
02호선,대림,233.0,37.49297,126.895801,20231103,7호선,대림,9045,9355,20231106,18400
07호선,신풍,2745.0,37.50008,126.90993,20231103,7호선,신풍,12397,11542,20231106,23939
07호선,보라매,2744.0,37.499872,126.920428,20231103,7호선,보라매,7663,7806,20231106,15469
07호선,신대방삼거리,2743.0,37.499701,126.928276,20231103,7호선,신대방삼거리,16654,15610,20231106,32264
07호선,장승배기,2742.0,37.504898,126.93915,20231103,7호선,장승배기,10498,10042,20231106,20540
07호선,상도,2741.0,37.502834,126.94791,20231103,7호선,상도,13917,13225,20231106,27142
07호선,숭실대입구,2740.0,37.496029,126.953822,20231103,7호선,숭실대입구,17459,16691,20231106,34150
07호선,남성,2739.0,37.484596,126.971251,20231103,7호선,남성,13102,11955,20231106,25057
07호선,이수,2738.0,37.486263,126.981989,20231103,7호선,이수,18049,17553,20231106,35602
07호선,내방,2737.0,37.487618,126.993513,20231103,7호선,내방,16562,16768,20231106,33330
03호선,고속터미널,329.0,37.50481,127.004943,20231103,7호선,고속터미널,21498,17030,20231106,38528
07호선,반포,2735.0,37.508178,127.011727,20231103,7호선,반포,7256,6883,20231106,14139
07호선,논현,2734.0,37.511093,127.021415,20231103,7호선,논현,20753,21590,20231106,42343
07호선,학동,2733.0,37.514229,127.031656,20231103,7호선,학동,26147,27623,20231106,53770
07호선,강남구청,2732.0,37.517186,127.04128,20231103,7호선,강남구청,18481,20539,20231106,39020
07호선,청담,2731.0,37.519365,127.05335,20231103,7호선,청담,21547,23867,20231106,45414
07호선,뚝섬유원지,2730.0,37.53154,127.066704,20231103,7호선,뚝섬유원지,9114,8970,20231106,18084
02호선,건대입구,212.0,37.540693,127.07023,20231103,7호선,건대입구,15296,15693,20231106,30989
07호선,어린이대공원,2728.0,37.548014,127.074658,20231103,7호선,어린이대공원,18343,17821,20231106,36164
05호선,군자,2545.0,37.557121,127.079542,20231103,7호선,군자,16785,13166,20231106,29951
07호선,중곡,2726.0,37.565923,127.08432,20231103,7호선,중곡,12419,11420,20231106,23839
07호선,용마산,2725.0,37.573647,127.086727,20231103,7호선,용마산,6611,6322,20231106,12933
07호선,사가정,2724.0,37.580894,127.088478,20231103,7호선,사가정,17954,18063,20231106,36017
07호선,면목,2723.0,37.588579,127.087503,20231103,7호선,면목,17652,16702,20231106,34354
07호선,상봉,2722.0,37.596362,127.085032,20231103,7호선,상봉,18854,18463,20231106,37317
07호선,중화,2721.0,37.602545,127.079264,20231103,7호선,중화,12033,11683,20231106,23716
07호선,먹골,2720.0,37.610637,127.077725,20231103,7호선,먹골,11486,11306,20231106,22792
06호선,태릉입구,2646.0,37.617983,127.07512,20231103,7호선,태릉입구,10321,9579,20231106,19900
07호선,공릉,2718.0,37.625742,127.072896,20231103,7호선,공릉,14175,13745,20231106,27920
07호선,하계,2717.0,37.636352,127.06799,20231103,7호선,하계,21834,20130,20231106,41964
07호선,중계,2716.0,37.644583,127.064303,20231103,7호선,중계,16699,15030,20231106,31729
04호선,노원,411.0,37.655128,127.061368,20231103,7호선,노원,22485,23532,20231106,46017
07호선,마들,2714.0,37.66494,127.057675,20231103,7호선,마들,14794,13870,20231106,28664
07호선,수락산,2713.0,37.67785,127.055315,20231103,7호선,수락산,13558,13306,20231106,26864
01호선,도봉산,1903.0,37.689313,127.046222,20231103,7호선,도봉산,10483,11973,20231106,22456
07호선,장암,2711.0,37.700109,127.053196,20231103,7호선,장암,2886,1233,20231106,4119
06호선,봉화산,2648.0,37.617283,127.091401,20231103,6호선,봉화산,9978,9417,20231106,19395
06호선,화랑대,2647.0,37.620064,127.084689,20231103,6호선,화랑대,14573,10967,20231106,25540
06호선,태릉입구,2646.0,37.617983,127.07512,20231103,6호선,태릉입구,6533,7157,20231106,13690
01호선,석계,1018.0,37.614805,127.065851,20231103,6호선,석계,13957,14374,20231106,28331
06호선,돌곶이,2644.0,37.610537,127.056431,20231103,6호선,돌곶이,11576,10447,20231106,22023
06호선,상월곡,2643.0,37.606377,127.048491,20231103,6호선,상월곡,7212,6609,20231106,13821
06호선,월곡,2642.0,37.601948,127.041518,20231103,6호선,월곡,14214,13607,20231106,27821
06호선,고려대,2641.0,37.590508,127.036296,20231103,6호선,고려대,10577,9851,20231106,20428
06호선,안암,2640.0,37.586272,127.029005,20231103,6호선,안암,14775,13982,20231106,28757
06호선,보문,2639.0,37.585286,127.019381,20231103,6호선,보문,9338,8488,20231106,17826
06호선,창신,2638.0,37.579661,127.015241,20231103,6호선,창신,4019,3262,20231106,7281
01호선,동묘앞,159.0,37.572627,127.016429,20231103,6호선,동묘앞,8897,8890,20231106,17787
02호선,신당,206.0,37.565972,127.01782,20231103,6호선,신당,9800,9332,20231106,19132
05호선,청구,2538.0,37.560245,127.013828,20231103,6호선,청구,4375,4396,20231106,8771
03호선,약수,323.0,37.55434,127.010655,20231103,6호선,약수,4371,4358,20231106,8729
06호선,버티고개,2633.0,37.548013,127.007055,20231103,6호선,버티고개,2428,2432,20231106,4860
06호선,한강진,2632.0,37.539631,127.001725,20231103,6호선,한강진,11102,13053,20231106,24155
06호선,이태원,2631.0,37.534488,126.994302,20231103,6호선,이태원,13787,16692,20231106,30479
06호선,녹사평,2630.0,37.534675,126.986695,20231103,6호선,녹사평,6074,6213,20231106,12287
04호선,삼각지,428.0,37.534777,126.97311,20231103,6호선,삼각지,8682,7511,20231106,16193
06호선,효창공원앞,2628.0,37.539261,126.961351,20231103,6호선,효창공원앞,8453,7528,20231106,15981
05호선,공덕,2530.0,37.544018,126.951592,20231103,6호선,공덕,21534,21159,20231106,42693
06호선,대흥,2626.0,37.547771,126.942069,20231103,6호선,대흥,10686,10947,20231106,21633
06호선,광흥창,2625.0,37.547456,126.931993,20231103,6호선,광흥창,10643,10271,20231106,20914
06호선,상수,2624.0,37.547716,126.922852,20231103,6호선,상수,12022,14509,20231106,26531
02호선,합정,238.0,37.549463,126.913739,20231103,6호선,합정,14996,15348,20231106,30344
06호선,망원,2622.0,37.556094,126.910052,20231103,6호선,망원,16434,17483,20231106,33917
06호선,마포구청,2621.0,37.563515,126.903343,20231103,6호선,마포구청,16808,14746,20231106,31554
06호선,월드컵경기장,2620.0,37.569532,126.899298,20231103,6호선,월드컵경기장,5619,5789,20231106,11408
06호선,디지털미디어시티,2619.0,37.576646,126.900984,20231103,6호선,디지털미디어시티,16484,18111,20231106,34595
06호선,새절,2617.0,37.591148,126.913629,20231103,6호선,새절,14586,13529,20231106,28115
06호선,구산,2616.0,37.611377,126.91727,20231103,6호선,구산,8877,6577,20231106,15454
06호선,독바위,2614.0,37.618456,126.933031,20231103,6호선,독바위,3031,3079,20231106,6110
03호선,불광,312.0,37.610469,126.929887,20231103,6호선,불광,4878,4675,20231106,9553
06호선,역촌,2612.0,37.606021,126.922744,20231103,6호선,역촌,4191,5169,20231106,9360
06호선,응암,2611.0,37.598605,126.915577,20231103,6호선,응암,19517,18872,20231106,38389
nan,하남검단산,,37.543152,127.2306576,20231103,5호선,하남검단산,7271,6804,20231106,14075
nan,하남시청,,37.5421485,127.2066008,20231103,5호선,하남시청,8817,8477,20231106,17294
nan,하남풍산,,37.5521191,127.20424504326348,20231103,5호선,하남풍산,5007,4956,20231106,9963
nan,미사,,37.5634988,127.1929211,20231103,5호선,미사,19578,20025,20231106,39603
nan,강일,,37.5574416,127.1743486,20231103,5호선,강일,6456,5980,20231106,12436
05호선,마천,2561.0,37.49499,127.152781,20231103,5호선,마천,8483,7641,20231106,16124
05호선,거여,2560.0,37.493105,127.14415,20231103,5호선,거여,11615,11256,20231106,22871
05호선,개롱,2559.0,37.498079,127.13482,20231103,5호선,개롱,7512,7618,20231106,15130
03호선,오금,342.0,37.502162,127.128111,20231103,5호선,오금,4185,4184,20231106,8369
05호선,방이,2557.0,37.508857,127.126133,20231103,5호선,방이,7959,8440,20231106,16399
05호선,올림픽공원,2556.0,37.516078,127.130848,20231103,5호선,올림픽공원,8044,7613,20231106,15657
05호선,둔촌동,2555.0,37.527788,127.136248,20231103,5호선,둔촌동,9973,10092,20231106,20065
05호선,상일동,2554.0,37.556712,127.166417,20231103,5호선,상일동,16610,15776,20231106,32386
05호선,고덕,2553.0,37.555004,127.154151,20231103,5호선,고덕,12283,11786,20231106,24069
05호선,명일,2552.0,37.55137,127.143999,20231103,5호선,명일,10017,10275,20231106,20292
05호선,굽은다리,2551.0,37.545477,127.142853,20231103,5호선,굽은다리,10547,10044,20231106,20591
05호선,길동,2550.0,37.537801,127.140004,20231103,5호선,길동,8921,9398,20231106,18319
05호선,강동,2549.0,37.535804,127.132481,20231103,5호선,강동,20050,19366,20231106,39416
05호선,천호,2548.0,37.538397,127.123572,20231103,5호선,천호,21079,21462,20231106,42541
05호선,광나루,2547.0,37.545303,127.10357,20231103,5호선,광나루,16241,15159,20231106,31400
05호선,아차산,2546.0,37.551691,127.089761,20231103,5호선,아차산,16085,15504,20231106,31589
05호선,군자,2545.0,37.557121,127.079542,20231103,5호선,군자,13146,14448,20231106,27594
05호선,장한평,2544.0,37.56144,127.064623,20231103,5호선,장한평,21398,21122,20231106,42520
05호선,답십리,2543.0,37.566747,127.052704,20231103,5호선,답십리,18147,16442,20231106,34589
05호선,마장,2542.0,37.5661,127.042973,20231103,5호선,마장,6762,6214,20231106,12976
02호선,왕십리,208.0,37.561533,127.037732,20231103,5호선,왕십리,5087,5827,20231106,10914
05호선,행당,2540.0,37.557322,127.029476,20231103,5호선,행당,9226,8071,20231106,17297
05호선,신금호,2539.0,37.554548,127.020331,20231103,5호선,신금호,7210,7655,20231106,14865
05호선,청구,2538.0,37.560245,127.013828,20231103,5호선,청구,4461,4230,20231106,8691
02호선,동대문역사문화공원,205.0,37.565138,127.007896,20231103,5호선,동대문역사문화공원,3619,4066,20231106,7685
02호선,을지로4가,204.0,37.566941,126.998079,20231103,5호선,을지로4가,7692,7905,20231106,15597
01호선,종로3가,153.0,37.571607,126.991806,20231103,5호선,종로3가,17080,17724,20231106,34804
05호선,광화문,2534.0,37.571026,126.976669,20231103,5호선,광화문,36851,38873,20231106,75724
05호선,서대문,2533.0,37.565773,126.966641,20231103,5호선,서대문,23562,23270,20231106,46832
02호선,충정로,243.0,37.559973,126.963672,20231103,5호선,충정로,5393,5496,20231106,10889
05호선,애오개,2531.0,37.553736,126.95682,20231103,5호선,애오개,7655,7479,20231106,15134
05호선,공덕,2530.0,37.544018,126.951592,20231103,5호선,공덕,15880,16694,20231106,32574
05호선,마포,2529.0,37.539574,126.945932,20231103,5호선,마포,16366,16937,20231106,33303
05호선,여의나루,2528.0,37.527098,126.932901,20231103,5호선,여의나루,14239,16143,20231106,30382
05호선,여의도,2527.0,37.521624,126.924191,20231103,5호선,여의도,32866,34403,20231106,67269
01호선,신길,1032.0,37.517122,126.917169,20231103,5호선,신길,5411,5480,20231106,10891
05호선,영등포시장,2525.0,37.522669,126.905139,20231103,5호선,영등포시장,12486,12804,20231106,25290
02호선,영등포구청,236.0,37.52497,126.895951,20231103,5호선,영등포구청,5153,5176,20231106,10329
05호선,양평,2523.0,37.525648,126.885778,20231103,5호선,양평,8462,8122,20231106,16584
05호선,오목교,2522.0,37.524496,126.875181,20231103,5호선,오목교,23768,25563,20231106,49331
05호선,목동,2521.0,37.526065,126.864931,20231103,5호선,목동,18606,19897,20231106,38503
05호선,신정,2520.0,37.524997,126.856191,20231103,5호선,신정,15317,12499,20231106,27816
02호선,까치산,200.0,37.531768,126.846683,20231103,5호선,까치산,31423,29771,20231106,61194
05호선,화곡,2518.0,37.541513,126.840461,20231103,5호선,화곡,32128,29409,20231106,61537
05호선,우장산,2517.0,37.548768,126.836318,20231103,5호선,우장산,16705,16258,20231106,32963
05호선,발산,2516.0,37.558598,126.837668,20231103,5호선,발산,24287,25676,20231106,49963
05호선,마곡,2515.0,37.560183,126.825448,20231103,5호선,마곡,13387,13661,20231106,27048
05호선,송정,2514.0,37.561184,126.811973,20231103,5호선,송정,7015,6602,20231106,13617
05호선,김포공항,2513.0,37.562434,126.801058,20231103,5호선,김포공항,10593,7846,20231106,18439
05호선,개화산,2512.0,37.572399,126.806171,20231103,5호선,개화산,6779,6361,20231106,13140
05호선,방화,2511.0,37.577446,126.812741,20231103,5호선,방화,7851,7405,20231106,15256
04호선,남태령,434.0,37.463873,126.989134,20231103,4호선,남태령,1527,1229,20231106,2756
02호선,사당,226.0,37.47653,126.981685,20231103,4호선,사당,30517,27039,20231106,57556
04호선,총신대입구,432.0,37.486263,126.981989,20231103,4호선,총신대입구,21662,23612,20231106,45274
04호선,동작,431.0,37.502971,126.979306,20231103,4호선,동작,1753,1809,20231106,3562
04호선,이촌,430.0,37.522272,126.974345,20231103,4호선,이촌,9295,10116,20231106,19411
04호선,신용산,429.0,37.52917,126.967894,20231103,4호선,신용산,22385,23795,20231106,46180
04호선,삼각지,428.0,37.534777,126.97311,20231103,4호선,삼각지,7187,8358,20231106,15545
04호선,숙대입구,427.0,37.54456,126.972106,20231103,4호선,숙대입구,16491,15971,20231106,32462
01호선,서울역,150.0,37.554648,126.972559,20231103,4호선,서울역,14506,25877,20231106,40383
04호선,회현,425.0,37.558514,126.978246,20231103,4호선,회현,29835,30765,20231106,60600
04호선,명동,424.0,37.560989,126.986325,20231103,4호선,명동,38551,42023,20231106,80574
03호선,충무로,321.0,37.561243,126.99428,20231103,4호선,충무로,36439,37478,20231106,73917
02호선,동대문역사문화공원,205.0,37.565138,127.007896,20231103,4호선,동대문역사문화공원,21118,17859,20231106,38977
01호선,동대문,155.0,37.57142,127.009745,20231103,4호선,동대문,22616,22647,20231106,45263
04호선,혜화,420.0,37.582336,127.001844,20231103,4호선,혜화,43106,42608,20231106,85714
04호선,한성대입구,419.0,37.588458,127.006221,20231103,4호선,한성대입구,16600,15753,20231106,32353
04호선,성신여대입구,418.0,37.592624,127.016403,20231103,4호선,성신여대입구,24298,23432,20231106,47730
04호선,길음,417.0,37.603407,127.025053,20231103,4호선,길음,24144,23796,20231106,47940
04호선,미아사거리,416.0,37.613292,127.030053,20231103,4호선,미아사거리,29460,29108,20231106,58568
04호선,미아,415.0,37.62667,127.025983,20231103,4호선,미아,17216,16567,20231106,33783
04호선,수유,414.0,37.638052,127.025732,20231103,4호선,수유,37954,38356,20231106,76310
01호선,창동,1022.0,37.653166,127.047731,20231103,4호선,창동,29029,30718,20231106,59747
04호선,노원,411.0,37.655128,127.061368,20231103,4호선,노원,21354,25771,20231106,47125
04호선,상계,410.0,37.660878,127.073572,20231103,4호선,상계,21937,20589,20231106,42526
04호선,당고개,409.0,37.670272,127.079066,20231103,4호선,당고개,10670,9136,20231106,19806
03호선,경찰병원,341.0,37.495918,127.12454,20231103,3호선,경찰병원,8482,8338,20231106,16820
03호선,가락시장,340.0,37.492522,127.118234,20231103,3호선,가락시장,10345,10087,20231106,20432
03호선,수서,339.0,37.487371,127.10188,20231103,3호선,수서,21811,21642,20231106,43453
03호선,일원,338.0,37.483681,127.08439,20231103,3호선,일원,12567,11906,20231106,24473
03호선,대청,337.0,37.493514,127.079532,20231103,3호선,대청,12274,11335,20231106,23609
03호선,학여울,336.0,37.496663,127.070594,20231103,3호선,학여울,3694,3700,20231106,7394
03호선,대치,335.0,37.494612,127.063642,20231103,3호선,대치,13468,13441,20231106,26909
03호선,도곡,334.0,37.490858,127.055381,20231103,3호선,도곡,5682,5816,20231106,11498
03호선,매봉,333.0,37.486947,127.046769,20231103,3호선,매봉,14403,13746,20231106,28149
03호선,양재,332.0,37.484147,127.034631,20231103,3호선,양재,43508,46548,20231106,90056
03호선,남부터미널,331.0,37.485013,127.016189,20231103,3호선,남부터미널,34694,34985,20231106,69679
02호선,교대,223.0,37.493415,127.01408,20231103,3호선,교대,19431,11558,20231106,30989
03호선,고속터미널,329.0,37.50481,127.004943,20231103,3호선,고속터미널,53979,54186,20231106,108165
03호선,잠원,328.0,37.512759,127.01122,20231103,3호선,잠원,6235,5801,20231106,12036
03호선,신사,327.0,37.516334,127.020114,20231103,3호선,신사,32624,34966,20231106,67590
03호선,압구정,326.0,37.527072,127.028461,20231103,3호선,압구정,35816,39380,20231106,75196
03호선,옥수,325.0,37.540685,127.017965,20231103,3호선,옥수,10130,10216,20231106,20346
03호선,금호,324.0,37.548034,127.015872,20231103,3호선,금호,9108,8393,20231106,17501
03호선,약수,323.0,37.55434,127.010655,20231103,3호선,약수,15037,14637,20231106,29674
