line,name,code,lat,lng,index,노선명,역명,승차총승객수,하차총승객수,next_column,총승객수
08호선,단대오거리,2824.0,37.44521,127.156866,20231101,8호선,단대오거리,13482,13072,20231104,26554
경의선,원덕,1218.0,37.468672,127.547076,20231101,중앙선,원덕,372,362,20231104,734
경의선,용문,1219.0,37.48223,127.594647,20231101,중앙선,용문,2194,2097,20231104,4291
경의선,지평,1220.0,37.476444,127.629617,20231101,중앙선,지평,72,71,20231104,143
nan,4.19민주묘지,,37.64954,127.01371,20231101,우이신설선,419민주묘지,4515,4447,20231104,8962
우이신설경전철,가오리,4704.0,37.641701,127.016792,20231101,우이신설선,가오리,4770,4896,20231104,9666
우이신설경전철,화계,4705.0,37.634802,127.017519,20231101,우이신설선,화계,3829,3681,20231104,7510
우이신설경전철,삼양,4706.0,37.627165,127.018152,20231101,우이신설선,삼양,2220,2390,20231104,4610
우이신설경전철,삼양사거리,4707.0,37.621512,127.02048,20231101,우이신설선,삼양사거리,2737,2708,20231104,5445
우이신설경전철,솔샘,4708.0,37.62124,127.013528,20231101,우이신설선,솔샘,6881,6454,20231104,13335
우이신설경전철,북한산보국문,4709.0,37.612343,127.008009,20231101,우이신설선,북한산보국문,7233,7088,20231104,14321
우이신설경전철,정릉,4710.0,37.602798,127.01349,20231101,우이신설선,정릉,5498,4973,20231104,10471
04호선,성신여대입구,418.0,37.592624,127.016403,20231101,우이신설선,성신여대입구,3769,4214,20231104,7983
06호선,보문,2639.0,37.585286,127.019381,20231101,우이신설선,보문,1748,1698,20231104,3446
01호선,신설동,156.0,37.575297,127.025087,20231101,우이신설선,신설동,2775,2612,20231104,5387
03호선,원흥,1948.0,37.650658,126.872642,20231101,일산선,원흥,12918,12339,20231104,25257
03호선,지축,309.0,37.648048,126.913951,20231101,일산선,지축,2,0,20231104,2
03호선,삼송,1950.0,37.653083,126.895558,20231101,일산선,삼송,21076,20177,20231104,41253
03호선,원당,1951.0,37.653324,126.843041,20231101,일산선,원당,12506,11760,20231104,24266
03호선,화정,1952.0,37.634592,126.83265,20231101,일산선,화정,18534,19111,20231104,37645
03호선,대곡,1953.0,37.631626,126.811024,20231101,일산선,대곡,3220,2380,20231104,5600
03호선,백석,1954.0,37.643114,126.78787,20231101,일산선,백석,10559,10662,20231104,21221
03호선,마두,1955.0,37.652206,126.77762,20231101,일산선,마두,8347,8674,20231104,17021
03호선,정발산,1956.0,37.659477,126.773359,20231101,일산선,정발산,7592,7482,20231104,15074
03호선,주엽,1957.0,37.670072,126.761334,20231101,일산선,주엽,10350,10543,20231104,20893
03호선,대화,1958.0,37.676087,126.747569,20231101,일산선,대화,14723,11171,20231104,25894
01호선,봉명,1401.0,36.801215,127.135763,20231101,장항선,봉명,1595,1603,20231104,3198
01호선,쌍용,1402.0,36.793759,127.1214,20231101,장항선,쌍용,3269,3110,20231104,6379
01호선,아산,1403.0,36.792053,127.104361,20231101,장항선,아산,4345,3991,20231104,8336
nan,탕정,,36.7882137,127.0845547,20231101,장항선,탕정,1687,1463,20231104,3150
01호선,배방,1405.0,36.777629,127.052991,20231101,장항선,배방,1282,1209,20231104,2491
01호선,온양온천,1407.0,36.780483,127.003249,20231101,장항선,온양온천,4569,4663,20231104,9232
01호선,신창,1408.0,36.769502,126.951108,20231101,장항선,신창,2841,2747,20231104,5588
01호선,회기,1015.0,37.58946,127.057583,20231101,중앙선,회기,30333,29319,20231104,59652
경의선,중랑,1201.0,37.594917,127.076116,20231101,중앙선,중랑,5932,5836,20231104,11768
07호선,상봉,2722.0,37.596362,127.085032,20231101,중앙선,상봉,6311,6296,20231104,12607
경의선,망우,1203.0,37.59955,127.091909,20231101,중앙선,망우,8090,7807,20231104,15897
경의선,양원,1204.0,37.606596,127.107906,20231101,중앙선,양원,3534,3482,20231104,7016
경의선,구리,1205.0,37.603392,127.143869,20231101,중앙선,구리,14503,14646,20231104,29149
경의선,도농,1206.0,37.608806,127.161153,20231101,중앙선,도농,12694,11578,20231104,24272
경의선,양정,1207.0,37.60533,127.19364,20231101,중앙선,양정,659,552,20231104,1211
경의선,덕소,1208.0,37.586781,127.208832,20231101,중앙선,덕소,5919,5696,20231104,11615
경의선,도심,1209.0,37.579622,127.222672,20231101,중앙선,도심,2807,2191,20231104,4998
경의선,팔당,1210.0,37.547371,127.243939,20231101,중앙선,팔당,770,780,20231104,1550
경의선,운길산,1211.0,37.554669,127.310115,20231101,중앙선,운길산,661,696,20231104,1357
03호선,금호,324.0,37.548034,127.015872,20231101,3호선,금호,8841,8088,20231104,16929
03호선,옥수,325.0,37.540685,127.017965,20231101,3호선,옥수,9807,9948,20231104,19755
01호선,서울역,150.0,37.554648,126.972559,20231101,1호선,서울역,55292,52681,20231104,107973
01호선,시청,151.0,37.564718,126.977108,20231101,1호선,시청,31078,31069,20231104,62147
01호선,종각,152.0,37.570161,126.982923,20231101,1호선,종각,43422,43065,20231104,86487
01호선,종로3가,153.0,37.571607,126.991806,20231101,1호선,종로3가,26578,23638,20231104,50216
01호선,종로5가,154.0,37.570926,127.001849,20231101,1호선,종로5가,26110,25873,20231104,51983
01호선,동대문,155.0,37.57142,127.009745,20231101,1호선,동대문,11686,11212,20231104,22898
01호선,신설동,156.0,37.575297,127.025087,20231101,1호선,신설동,15455,14851,20231104,30306
01호선,제기동,157.0,37.578103,127.034893,20231101,1호선,제기동,17350,17321,20231104,34671
01호선,청량리,158.0,37.580178,127.046835,20231101,1호선,청량리,21994,21494,20231104,43488
01호선,동묘앞,159.0,37.572627,127.016429,20231101,1호선,동묘앞,8445,8872,20231104,17317
01호선,시청,151.0,37.564718,126.977108,20231101,2호선,시청,30681,29475,20231104,60156
02호선,을지로입구,202.0,37.566014,126.982618,20231101,2호선,을지로입구,52155,54792,20231104,106947
02호선,을지로3가,203.0,37.566295,126.99191,20231101,2호선,을지로3가,28397,28085,20231104,56482
02호선,을지로4가,204.0,37.566941,126.998079,20231101,2호선,을지로4가,15341,15738,20231104,31079
02호선,동대문역사문화공원,205.0,37.565138,127.007896,20231101,2호선,동대문역사문화공원,15167,17648,20231104,32815
02호선,신당,206.0,37.565972,127.01782,20231101,2호선,신당,15735,16232,20231104,31967
02호선,상왕십리,207.0,37.564354,127.029354,20231101,2호선,상왕십리,15932,15369,20231104,31301
02호선,왕십리,208.0,37.561533,127.037732,20231101,2호선,왕십리,17125,14442,20231104,31567
02호선,한양대,209.0,37.555273,127.043655,20231101,2호선,한양대,15842,17888,20231104,33730
02호선,뚝섬,210.0,37.547184,127.047367,20231101,2호선,뚝섬,26034,27514,20231104,53548
02호선,성수,211.0,37.544581,127.055961,20231101,2호선,성수,44720,49066,20231104,93786
02호선,건대입구,212.0,37.540693,127.07023,20231101,2호선,건대입구,36908,38551,20231104,75459
02호선,구의,213.0,37.537077,127.085916,20231101,2호선,구의,26929,26234,20231104,53163
02호선,강변,214.0,37.535095,127.094681,20231101,2호선,강변,31550,29101,20231104,60651
02호선,잠실나루,215.0,37.520733,127.10379,20231101,2호선,잠실나루,17784,17254,20231104,35038
02호선,잠실,216.0,37.51395,127.102234,20231101,2호선,잠실,78504,78779,20231104,157283
02호선,잠실새내,217.0,37.511687,127.086162,20231101,2호선,잠실새내,24355,23869,20231104,48224
02호선,종합운동장,218.0,37.510997,127.073642,20231101,2호선,종합운동장,9499,10419,20231104,19918
02호선,삼성,219.0,37.508844,127.06316,20231101,2호선,삼성,59430,61082,20231104,120512
02호선,선릉,220.0,37.504503,127.049008,20231101,2호선,선릉,64545,56961,20231104,121506
02호선,역삼,221.0,37.500622,127.036456,20231101,2호선,역삼,58808,67398,20231104,126206
02호선,강남,222.0,37.497175,127.027926,20231101,2호선,강남,83370,80354,20231104,163724
02호선,교대,223.0,37.493415,127.01408,20231101,2호선,교대,34177,40641,20231104,74818
02호선,서초,224.0,37.491897,127.007917,20231101,2호선,서초,24907,24147,20231104,49054
02호선,방배,225.0,37.481426,126.997596,20231101,2호선,방배,17072,17675,20231104,34747
02호선,사당,226.0,37.47653,126.981685,20231101,2호선,사당,41856,45202,20231104,87058
02호선,낙성대,227.0,37.47693,126.963693,20231101,2호선,낙성대,29761,29438,20231104,59199
02호선,서울대입구,228.0,37.481247,126.952739,20231101,2호선,서울대입구,50504,48935,20231104,99439
02호선,봉천,229.0,37.482362,126.941892,20231101,2호선,봉천,26249,24393,20231104,50642
02호선,신림,230.0,37.484201,126.929715,20231101,2호선,신림,58193,55772,20231104,113965
02호선,신대방,231.0,37.487462,126.913149,20231101,2호선,신대방,27840,27107,20231104,54947
02호선,구로디지털단지,232.0,37.485266,126.901401,20231101,2호선,구로디지털단지,64353,63856,20231104,128209
02호선,대림,233.0,37.49297,126.895801,20231101,2호선,대림,26686,27255,20231104,53941
01호선,신도림,1007.0,37.508725,126.891295,20231101,2호선,신도림,52589,51295,20231104,103884
02호선,문래,235.0,37.517933,126.89476,20231101,2호선,문래,24757,25185,20231104,49942
02호선,영등포구청,236.0,37.52497,126.895951,20231101,2호선,영등포구청,24059,24647,20231104,48706
02호선,당산,237.0,37.53438,126.902281,20231101,2호선,당산,20238,24104,20231104,44342
02호선,합정,238.0,37.549463,126.913739,20231101,2호선,합정,32540,34746,20231104,67286
02호선,홍대입구,239.0,37.557192,126.925381,20231101,2호선,홍대입구,66487,69615,20231104,136102
02호선,신촌,240.0,37.555134,126.936893,20231101,2호선,신촌,41384,42194,20231104,83578
02호선,이대,241.0,37.556733,126.946013,20231101,2호선,이대,19506,21613,20231104,41119
02호선,아현,242.0,37.557345,126.956141,20231101,2호선,아현,12050,11153,20231104,23203
02호선,충정로,243.0,37.559973,126.963672,20231101,2호선,충정로,11600,12205,20231104,23805
02호선,용답,244.0,37.561904,127.050899,20231101,2호선,용답,3236,3240,20231104,6476
02호선,신답,245.0,37.57004,127.046481,20231101,2호선,신답,1849,2152,20231104,4001
01호선,신설동,156.0,37.575297,127.025087,20231101,2호선,신설동,3527,3498,20231104,7025
02호선,도림천,247.0,37.514287,126.882768,20231101,2호선,도림천,1357,1464,20231104,2821
02호선,양천구청,248.0,37.512398,126.865819,20231101,2호선,양천구청,7714,8186,20231104,15900
02호선,신정네거리,249.0,37.520074,126.852912,20231101,2호선,신정네거리,11285,11724,20231104,23009
02호선,용두,250.0,37.574028,127.038091,20231101,2호선,용두,2645,2716,20231104,5361
03호선,지축,309.0,37.648048,126.913951,20231101,3호선,지축,7814,7874,20231104,15688
03호선,구파발,310.0,37.636763,126.918821,20231101,3호선,구파발,24102,23365,20231104,47467
03호선,연신내,311.0,37.619001,126.921008,20231101,3호선,연신내,37661,35748,20231104,73409
03호선,불광,312.0,37.610469,126.929887,20231101,3호선,불광,18090,19139,20231104,37229
03호선,녹번,313.0,37.600927,126.935756,20231101,3호선,녹번,17590,16196,20231104,33786
03호선,홍제,314.0,37.589066,126.943736,20231101,3호선,홍제,20304,19329,20231104,39633
03호선,무악재,315.0,37.582299,126.950291,20231101,3호선,무악재,4906,4768,20231104,9674
03호선,독립문,316.0,37.574571,126.957748,20231101,3호선,독립문,8213,8406,20231104,16619
03호선,경복궁,317.0,37.575762,126.97353,20231101,3호선,경복궁,29556,30449,20231104,60005
03호선,안국,318.0,37.576477,126.985443,20231101,3호선,안국,29872,30845,20231104,60717
01호선,종로3가,153.0,37.571607,126.991806,20231101,3호선,종로3가,11653,13441,20231104,25094
02호선,을지로3가,203.0,37.566295,126.99191,20231101,3호선,을지로3가,13464,13542,20231104,27006
03호선,충무로,321.0,37.561243,126.99428,20231101,3호선,충무로,4,0,20231104,4
03호선,동대입구,322.0,37.559052,127.005602,20231101,3호선,동대입구,12037,13745,20231104,25782
03호선,약수,323.0,37.55434,127.010655,20231101,3호선,약수,14252,13799,20231104,28051
03호선,압구정,326.0,37.527072,127.028461,20231101,3호선,압구정,32711,35218,20231104,67929
03호선,신사,327.0,37.516334,127.020114,20231101,3호선,신사,29267,30488,20231104,59755
03호선,잠원,328.0,37.512759,127.01122,20231101,3호선,잠원,5810,5383,20231104,11193
03호선,고속터미널,329.0,37.50481,127.004943,20231101,3호선,고속터미널,42177,39104,20231104,81281
02호선,교대,223.0,37.493415,127.01408,20231101,3호선,교대,18323,11305,20231104,29628
03호선,남부터미널,331.0,37.485013,127.016189,20231101,3호선,남부터미널,31358,32062,20231104,63420
03호선,양재,332.0,37.484147,127.034631,20231101,3호선,양재,41298,45707,20231104,87005
03호선,매봉,333.0,37.486947,127.046769,20231101,3호선,매봉,14597,13985,20231104,28582
03호선,도곡,334.0,37.490858,127.055381,20231101,3호선,도곡,5642,5653,20231104,11295
03호선,대치,335.0,37.494612,127.063642,20231101,3호선,대치,12672,12570,20231104,25242
03호선,학여울,336.0,37.496663,127.070594,20231101,3호선,학여울,2167,2152,20231104,4319
03호선,대청,337.0,37.493514,127.079532,20231101,3호선,대청,12054,11362,20231104,23416
03호선,일원,338.0,37.483681,127.08439,20231101,3호선,일원,12789,12493,20231104,25282
03호선,수서,339.0,37.487371,127.10188,20231101,3호선,수서,19949,20244,20231104,40193
03호선,가락시장,340.0,37.492522,127.118234,20231101,3호선,가락시장,9913,9691,20231104,19604
03호선,경찰병원,341.0,37.495918,127.12454,20231101,3호선,경찰병원,8507,8382,20231104,16889
03호선,오금,342.0,37.502162,127.128111,20231101,3호선,오금,7307,6384,20231104,13691
04호선,당고개,409.0,37.670272,127.079066,20231101,4호선,당고개,10369,8943,20231104,19312
04호선,상계,410.0,37.660878,127.073572,20231101,4호선,상계,21341,20208,20231104,41549
04호선,노원,411.0,37.655128,127.061368,20231101,4호선,노원,20559,24137,20231104,44696
01호선,창동,1022.0,37.653166,127.047731,20231101,4호선,창동,27568,29069,20231104,56637
04호선,쌍문,413.0,37.648627,127.034709,20231101,4호선,쌍문,31795,29608,20231104,61403
04호선,수유,414.0,37.638052,127.025732,20231101,4호선,수유,36752,36888,20231104,73640
04호선,미아,415.0,37.62667,127.025983,20231101,4호선,미아,17162,16620,20231104,33782
04호선,미아사거리,416.0,37.613292,127.030053,20231101,4호선,미아사거리,28697,28207,20231104,56904
04호선,길음,417.0,37.603407,127.025053,20231101,4호선,길음,24534,24889,20231104,49423
04호선,성신여대입구,418.0,37.592624,127.016403,20231101,4호선,성신여대입구,23494,22408,20231104,45902
04호선,한성대입구,419.0,37.588458,127.006221,20231101,4호선,한성대입구,16339,15869,20231104,32208
04호선,혜화,420.0,37.582336,127.001844,20231101,4호선,혜화,41012,41358,20231104,82370
01호선,동대문,155.0,37.57142,127.009745,20231101,4호선,동대문,21954,22425,20231104,44379
02호선,동대문역사문화공원,205.0,37.565138,127.007896,20231101,4호선,동대문역사문화공원,20125,17684,20231104,37809
03호선,충무로,321.0,37.561243,126.99428,20231101,4호선,충무로,35747,36511,20231104,72258
04호선,명동,424.0,37.560989,126.986325,20231101,4호선,명동,34236,36788,20231104,71024
04호선,회현,425.0,37.558514,126.978246,20231101,4호선,회현,28837,30098,20231104,58935
01호선,서울역,150.0,37.554648,126.972559,20231101,4호선,서울역,14194,21453,20231104,35647
04호선,숙대입구,427.0,37.54456,126.972106,20231101,4호선,숙대입구,17176,16766,20231104,33942
04호선,삼각지,428.0,37.534777,126.97311,20231101,4호선,삼각지,6368,7059,20231104,13427
04호선,신용산,429.0,37.52917,126.967894,20231101,4호선,신용산,19913,21463,20231104,41376
04호선,이촌,430.0,37.522272,126.974345,20231101,4호선,이촌,8750,9799,20231104,18549
04호선,동작,431.0,37.502971,126.979306,20231101,4호선,동작,1586,1685,20231104,3271
04호선,총신대입구,432.0,37.486263,126.981989,20231101,4호선,총신대입구,20607,22340,20231104,42947
02호선,사당,226.0,37.47653,126.981685,20231101,4호선,사당,27346,24290,20231104,51636
04호선,남태령,434.0,37.463873,126.989134,20231101,4호선,남태령,1425,1269,20231104,2694
05호선,방화,2511.0,37.577446,126.812741,20231101,5호선,방화,7711,7349,20231104,15060
05호선,개화산,2512.0,37.572399,126.806171,20231101,5호선,개화산,6746,6397,20231104,13143
05호선,김포공항,2513.0,37.562434,126.801058,20231101,5호선,김포공항,9353,7581,20231104,16934
05호선,송정,2514.0,37.561184,126.811973,20231101,5호선,송정,6795,6490,20231104,13285
05호선,마곡,2515.0,37.560183,126.825448,20231101,5호선,마곡,13434,13700,20231104,27134
05호선,발산,2516.0,37.558598,126.837668,20231101,5호선,발산,24070,24882,20231104,48952
05호선,우장산,2517.0,37.548768,126.836318,20231101,5호선,우장산,16539,16274,20231104,32813
05호선,화곡,2518.0,37.541513,126.840461,20231101,5호선,화곡,31916,29943,20231104,61859
02호선,까치산,200.0,37.531768,126.846683,20231101,5호선,까치산,30737,29539,20231104,60276
05호선,신정,2520.0,37.524997,126.856191,20231101,5호선,신정,15205,12656,20231104,27861
05호선,목동,2521.0,37.526065,126.864931,20231101,5호선,목동,18414,19985,20231104,38399
05호선,오목교,2522.0,37.524496,126.875181,20231101,5호선,오목교,22740,24282,20231104,47022
05호선,양평,2523.0,37.525648,126.885778,20231101,5호선,양평,8491,8274,20231104,16765
02호선,영등포구청,236.0,37.52497,126.895951,20231101,5호선,영등포구청,5251,5276,20231104,10527
05호선,영등포시장,2525.0,37.522669,126.905139,20231101,5호선,영등포시장,11560,11855,20231104,23415
01호선,신길,1032.0,37.517122,126.917169,20231101,5호선,신길,5254,5329,20231104,10583
05호선,여의도,2527.0,37.521624,126.924191,20231101,5호선,여의도,31615,33611,20231104,65226
05호선,여의나루,2528.0,37.527098,126.932901,20231101,5호선,여의나루,13856,15274,20231104,29130
05호선,마포,2529.0,37.539574,126.945932,20231101,5호선,마포,16266,16656,20231104,32922
05호선,공덕,2530.0,37.544018,126.951592,20231101,5호선,공덕,16402,17258,20231104,33660
05호선,애오개,2531.0,37.553736,126.95682,20231101,5호선,애오개,7674,7478,20231104,15152
02호선,충정로,243.0,37.559973,126.963672,20231101,5호선,충정로,5371,5584,20231104,10955
05호선,서대문,2533.0,37.565773,126.966641,20231101,5호선,서대문,24075,24283,20231104,48358
05호선,광화문,2534.0,37.571026,126.976669,20231101,5호선,광화문,38204,40538,20231104,78742
01호선,종로3가,153.0,37.571607,126.991806,20231101,5호선,종로3가,15098,14603,20231104,29701
02호선,을지로4가,204.0,37.566941,126.998079,20231101,5호선,을지로4가,7512,7319,20231104,14831
경의선,양수,1212.0,37.545981,127.329098,20231101,중앙선,양수,1946,1963,20231104,3909
02호선,동대문역사문화공원,205.0,37.565138,127.007896,20231101,5호선,동대문역사문화공원,3439,3981,20231104,7420
05호선,청구,2538.0,37.560245,127.013828,20231101,5호선,청구,4408,4092,20231104,8500
05호선,신금호,2539.0,37.554548,127.020331,20231101,5호선,신금호,7204,7648,20231104,14852
05호선,행당,2540.0,37.557322,127.029476,20231101,5호선,행당,9074,8112,20231104,17186
02호선,왕십리,208.0,37.561533,127.037732,20231101,5호선,왕십리,4858,5440,20231104,10298
05호선,마장,2542.0,37.5661,127.042973,20231101,5호선,마장,6610,6126,20231104,12736
05호선,답십리,2543.0,37.566747,127.052704,20231101,5호선,답십리,17588,15952,20231104,33540
05호선,장한평,2544.0,37.56144,127.064623,20231101,5호선,장한평,21499,21225,20231104,42724
05호선,군자,2545.0,37.557121,127.079542,20231101,5호선,군자,12767,13966,20231104,26733
05호선,아차산,2546.0,37.551691,127.089761,20231101,5호선,아차산,16018,15575,20231104,31593
05호선,광나루,2547.0,37.545303,127.10357,20231101,5호선,광나루,15831,14696,20231104,30527
05호선,천호,2548.0,37.538397,127.123572,20231101,5호선,천호,19745,19928,20231104,39673
05호선,강동,2549.0,37.535804,127.132481,20231101,5호선,강동,19720,19281,20231104,39001
05호선,길동,2550.0,37.537801,127.140004,20231101,5호선,길동,8620,8863,20231104,17483
05호선,굽은다리,2551.0,37.545477,127.142853,20231101,5호선,굽은다리,10317,9932,20231104,20249
05호선,명일,2552.0,37.55137,127.143999,20231101,5호선,명일,10082,10538,20231104,20620
05호선,고덕,2553.0,37.555004,127.154151,20231101,5호선,고덕,11868,11819,20231104,23687
05호선,상일동,2554.0,37.556712,127.166417,20231101,5호선,상일동,16623,15515,20231104,32138
05호선,둔촌동,2555.0,37.527788,127.136248,20231101,5호선,둔촌동,9810,9878,20231104,19688
05호선,올림픽공원,2556.0,37.516078,127.130848,20231101,5호선,올림픽공원,5387,4623,20231104,10010
05호선,방이,2557.0,37.508857,127.126133,20231101,5호선,방이,7946,8083,20231104,16029
03호선,오금,342.0,37.502162,127.128111,20231101,5호선,오금,4186,4308,20231104,8494
05호선,개롱,2559.0,37.498079,127.13482,20231101,5호선,개롱,7562,7661,20231104,15223
05호선,거여,2560.0,37.493105,127.14415,20231101,5호선,거여,11560,11292,20231104,22852
05호선,마천,2561.0,37.49499,127.152781,20231101,5호선,마천,8610,7808,20231104,16418
nan,강일,,37.5574416,127.1743486,20231101,5호선,강일,6427,5894,20231104,12321
nan,미사,,37.5634988,127.1929211,20231101,5호선,미사,18975,19253,20231104,38228
nan,하남풍산,,37.5521191,127.20424504326348,20231101,5호선,하남풍산,4914,4877,20231104,9791
nan,하남시청,,37.5421485,127.2066008,20231101,5호선,하남시청,8631,8323,20231104,16954
nan,하남검단산,,37.543152,127.2306576,20231101,5호선,하남검단산,6743,6352,20231104,13095
06호선,응암,2611.0,37.598605,126.915577,20231101,6호선,응암,19635,19356,20231104,38991
06호선,역촌,2612.0,37.606021,126.922744,20231101,6호선,역촌,4180,5077,20231104,9257
03호선,불광,312.0,37.610469,126.929887,20231101,6호선,불광,4844,4705,20231104,9549
06호선,독바위,2614.0,37.618456,126.933031,20231101,6호선,독바위,3024,3184,20231104,6208
03호선,연신내,311.0,37.619001,126.921008,20231101,6호선,연신내,1,0,20231104,1
06호선,구산,2616.0,37.611377,126.91727,20231101,6호선,구산,8762,6492,20231104,15254
06호선,새절,2617.0,37.591148,126.913629,20231101,6호선,새절,14496,13437,20231104,27933
06호선,증산,2618.0,37.583876,126.909645,20231101,6호선,증산,11059,11126,20231104,22185
06호선,디지털미디어시티,2619.0,37.576646,126.900984,20231101,6호선,디지털미디어시티,16948,18637,20231104,35585
06호선,월드컵경기장,2620.0,37.569532,126.899298,20231101,6호선,월드컵경기장,5355,5556,20231104,10911
06호선,마포구청,2621.0,37.563515,126.903343,20231101,6호선,마포구청,15977,14345,20231104,30322
06호선,망원,2622.0,37.556094,126.910052,20231101,6호선,망원,14876,15751,20231104,30627
02호선,합정,238.0,37.549463,126.913739,20231101,6호선,합정,13862,13637,20231104,27499
06호선,상수,2624.0,37.547716,126.922852,20231101,6호선,상수,11013,11938,20231104,22951
06호선,광흥창,2625.0,37.547456,126.931993,20231101,6호선,광흥창,10617,10162,20231104,20779
06호선,대흥,2626.0,37.547771,126.942069,20231101,6호선,대흥,10878,11277,20231104,22155
05호선,공덕,2530.0,37.544018,126.951592,20231101,6호선,공덕,21288,20640,20231104,41928
06호선,효창공원앞,2628.0,37.539261,126.961351,20231101,6호선,효창공원앞,8697,8049,20231104,16746
04호선,삼각지,428.0,37.534777,126.97311,20231101,6호선,삼각지,8218,7174,20231104,15392
06호선,녹사평,2630.0,37.534675,126.986695,20231101,6호선,녹사평,5588,5400,20231104,10988
06호선,이태원,2631.0,37.534488,126.994302,20231101,6호선,이태원,11562,11826,20231104,23388
06호선,한강진,2632.0,37.539631,127.001725,20231101,6호선,한강진,9898,11386,20231104,21284
06호선,버티고개,2633.0,37.548013,127.007055,20231101,6호선,버티고개,2482,2415,20231104,4897
03호선,약수,323.0,37.55434,127.010655,20231101,6호선,약수,4281,4095,20231104,8376
05호선,청구,2538.0,37.560245,127.013828,20231101,6호선,청구,4257,4345,20231104,8602
02호선,신당,206.0,37.565972,127.01782,20231101,6호선,신당,9282,9716,20231104,18998
01호선,동묘앞,159.0,37.572627,127.016429,20231101,6호선,동묘앞,8621,8913,20231104,17534
06호선,창신,2638.0,37.579661,127.015241,20231101,6호선,창신,4082,3510,20231104,7592
06호선,보문,2639.0,37.585286,127.019381,20231101,6호선,보문,8747,8145,20231104,16892
06호선,안암,2640.0,37.586272,127.029005,20231101,6호선,안암,16151,16718,20231104,32869
06호선,고려대,2641.0,37.590508,127.036296,20231101,6호선,고려대,10794,10423,20231104,21217
06호선,월곡,2642.0,37.601948,127.041518,20231101,6호선,월곡,14412,13896,20231104,28308
06호선,상월곡,2643.0,37.606377,127.048491,20231101,6호선,상월곡,7720,7265,20231104,14985
06호선,돌곶이,2644.0,37.610537,127.056431,20231101,6호선,돌곶이,11373,10414,20231104,21787
01호선,석계,1018.0,37.614805,127.065851,20231101,6호선,석계,13863,14314,20231104,28177
06호선,태릉입구,2646.0,37.617983,127.07512,20231101,6호선,태릉입구,6195,7314,20231104,13509
06호선,화랑대,2647.0,37.620064,127.084689,20231101,6호선,화랑대,14536,11322,20231104,25858
06호선,봉화산,2648.0,37.617283,127.091401,20231101,6호선,봉화산,10331,9660,20231104,19991
07호선,장암,2711.0,37.700109,127.053196,20231101,7호선,장암,2913,1163,20231104,4076
01호선,도봉산,1903.0,37.689313,127.046222,20231101,7호선,도봉산,10492,11885,20231104,22377
07호선,수락산,2713.0,37.67785,127.055315,20231101,7호선,수락산,13355,13096,20231104,26451
07호선,마들,2714.0,37.66494,127.057675,20231101,7호선,마들,14661,13732,20231104,28393
04호선,노원,411.0,37.655128,127.061368,20231101,7호선,노원,20907,21774,20231104,42681
07호선,중계,2716.0,37.644583,127.064303,20231101,7호선,중계,17102,15945,20231104,33047
07호선,하계,2717.0,37.636352,127.06799,20231101,7호선,하계,20581,19269,20231104,39850
07호선,공릉,2718.0,37.625742,127.072896,20231101,7호선,공릉,13612,13420,20231104,27032
06호선,태릉입구,2646.0,37.617983,127.07512,20231101,7호선,태릉입구,10197,9802,20231104,19999
07호선,먹골,2720.0,37.610637,127.077725,20231101,7호선,먹골,11009,10839,20231104,21848
07호선,중화,2721.0,37.602545,127.079264,20231101,7호선,중화,11822,11643,20231104,23465
07호선,상봉,2722.0,37.596362,127.085032,20231101,7호선,상봉,18125,17400,20231104,35525
07호선,면목,2723.0,37.588579,127.087503,20231101,7호선,면목,17531,17030,20231104,34561
07호선,사가정,2724.0,37.580894,127.088478,20231101,7호선,사가정,17693,17823,20231104,35516
07호선,용마산,2725.0,37.573647,127.086727,20231101,7호선,용마산,6633,6506,20231104,13139
07호선,중곡,2726.0,37.565923,127.08432,20231101,7호선,중곡,12693,11854,20231104,24547
05호선,군자,2545.0,37.557121,127.079542,20231101,7호선,군자,16407,13046,20231104,29453
07호선,어린이대공원,2728.0,37.548014,127.074658,20231101,7호선,어린이대공원,19096,19947,20231104,39043
02호선,건대입구,212.0,37.540693,127.07023,20231101,7호선,건대입구,14551,14825,20231104,29376
07호선,뚝섬유원지,2730.0,37.53154,127.066704,20231101,7호선,뚝섬유원지,9425,9068,20231104,18493
07호선,청담,2731.0,37.519365,127.05335,20231101,7호선,청담,21993,24028,20231104,46021
07호선,강남구청,2732.0,37.517186,127.04128,20231101,7호선,강남구청,18628,20511,20231104,39139
07호선,학동,2733.0,37.514229,127.031656,20231101,7호선,학동,27642,28851,20231104,56493
07호선,논현,2734.0,37.511093,127.021415,20231101,7호선,논현,20201,20346,20231104,40547
07호선,반포,2735.0,37.508178,127.011727,20231101,7호선,반포,7001,6739,20231104,13740
03호선,고속터미널,329.0,37.50481,127.004943,20231101,7호선,고속터미널,16716,14859,20231104,31575
07호선,내방,2737.0,37.487618,126.993513,20231101,7호선,내방,16611,16815,20231104,33426
07호선,이수,2738.0,37.486263,126.981989,20231101,7호선,이수,17130,16760,20231104,33890
07호선,남성,2739.0,37.484596,126.971251,20231101,7호선,남성,12744,12062,20231104,24806
07호선,숭실대입구,2740.0,37.496029,126.953822,20231101,7호선,숭실대입구,17661,17671,20231104,35332
07호선,상도,2741.0,37.502834,126.94791,20231101,7호선,상도,14117,14095,20231104,28212
